"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
vital_o2supp_spo2how,daily,,radio,"How was oxygen saturation with supplemental oxygen measured?","1, Pulse Oximetry | 2, Arterial blood gas measurement | 88, Other | 99, Unknown",,,,,,[vital_o2supp]='1',,,,,,
vital_fio2spo2,daily,,text,"FiO2 at time of lowest SpO2",,,number,0,100,,[vital_o2supp]='1',,,,,,
vital_fio2spo2_units,daily,,radio,"FiO2 at time of lowest SpO2 (select units)","1, Fraction, 0.21-1.0 | 2, %, 21-100 | 3, Highest L/min",,,,,,[vital_o2supp]='1',,,,,,
vital_capillaryr,daily,,radio,"Capillary refill time >2 seconds","1, Yes | 0, No | 99, Unknown",,,,,,[vital_dailydata]='1',,RH,,,,
vital_avpu,daily,,radio,ACVPU,"1, Alert | 5, Confusion | 2, Verbal | 3, Pain | 4, Unresponsive",,,,,,[vital_dailydata]='1',,,,,,
vital_gcs,daily,,text,"Glasgow Coma Score (GCS / 15)",,,number,3,15,,[vital_dailydata]='1',,,,,,
vital_rass,daily,,text,"Richmond Agitation-Sedation Scale (RASS)",,,number,-5,4,,[vital_dailydata]='1',,,,,,
vital_urineflow,daily,,text,"Urine output (mL/day)",,,number,0,20000,,[vital_dailydata]='1',,,,,,
treat_dailydata,daily,"TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.",radio,"Enter Treatments & Interventions data for this date?","1, Yes | 0, No",,,,,,,,RH,,,,
treat_fluid,daily,,radio,"Any fluids prescribed","1, Yes | 0, No | 99, Unknown",,,,,,[treat_dailydata]='1',,RH,,,,
treat_fluid_oral,daily,,radio,"Oral rehydration","1, Yes | 0, No | 99, Unknown",,,,,,[treat_dailydata]='1',,RH,,,,
treat_fluid_oralvol,daily,,text,"Oral rehydration volume (mL/24 hours)",,,,,,,"[treat_fluid_oral] = '1'",,,,,,
treat_fluid_parent,daily,,radio,"Intravenous (parenteral) fluids","1, Yes | 0, No | 99, Unknown",,,,,,[treat_dailydata]='1',,RH,,,,
treat_fluid_parent_type,daily,,checkbox,"Intravenous fluid type","4, 0.9% Sodium Chloride (Normal Saline) | 7, Albumin | 17, Hartmann's Solution / Ringer's Lactate | 88, Other",,,,,,"[treat_fluid_parent] = '1'",,,,,,
treat_fluid_parent_type_otherl2,daily,,dropdown,"Select Intravenous fluid type","1, 0.18%-0.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose)  | 2, 0.45% Sodium Chloride (Half-normal saline) | 3, 0.45% normal saline + 4% Glucose (Half-normal saline with dextrose) | 4, 0.9% Sodium Chloride (Normal Saline) | 5, 5% Glucose (Dextrose 5% in Water) | 6, Albumin | 7, Gelatins | 8, Lactated Ringers(USP) | 9, Plasmalyte | 10, Ringers acetate | 11, Starches | 88, Other",,,,,,[treat_fluid_parent_type(88)]='1',,,,,,
treat_fluid_parent_type_otherl3,daily,,text,"Specify other Intravenous fluid type",,,,,,,[treat_fluid_parent_type_otherl2]='88',,,,,,
treat_blood,daily,,radio,"Blood / blood products transfusion","1, Yes | 0, No | 99, Unknown",,,,,,[treat_dailydata]='1',,RH,,,,
treat_blood_type,daily,,checkbox,"Select all blood products that were administered.","1, Platelets | 2, Cryoprecipitate | 3, Whole blood | 4, Frozen fresh plasma | 5, Fibrinogen concentrate | 6, Packed RBC (red cell concentrate)",,,,,,"[treat_blood] = '1'",,,,,,
treat_intravenim,daily,,radio,"Intravenous immunoglobulin","1, Yes | 0, No | 99, Unknown",,,,,,[treat_dailydata]='1',,RH,,,,
treat_plasmapher,daily,,radio,"Plasmapheresis / plasma exchange","1, Yes | 0, No | 99, Unknown",,,,,,[treat_dailydata]='1',,RH,,,,
treat_antiviral,daily,,radio,Antiviral,"1, Yes | 0, No | 99, Unknown",,,,,,[treat_dailydata]='1',,RH,,,,
treat_steroid,daily,,radio,Corticosteroid,"1, Yes | 0, No | 99, Unknown",,,,,,[treat_dailydata]='1',,RH,,,,
treat_immunomodulators,daily,,radio,Immunomodulators,"1, Yes | 0, No | 99, Unknown",,,,,,[treat_dailydata]='1',,RH,,,,
treat_medform,daily,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-size: 14pt; color: #e03e2d;"">Please enter each medication on a Medication form which can be found on the Record Home Page.</span></p></div>",,,,,,,"[treat_antiviral]='1' or  [treat_steroid]='1' or [treat_immunomodulators]='1'",,,,,,
treat_o2supp,daily,"RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.",radio,"Supplemental oxygen","1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
treat_nasalprongs,daily,,radio,"Nasal prongs","1, Yes | 0, No | 99, Unknown",,,,,,"[treat_o2supp] = '1'",,RH,,,,
treat_facemask,daily,,radio,"Face mask","1, Yes | 0, No | 99, Unknown",,,,,,"[treat_o2supp] = '1'",,RH,,,,
treat_hfno,daily,,radio,"High flow nasal oxygen","1, Yes | 0, No | 99, Unknown",,,,,,"[treat_o2supp] = '1'",,RH,,,,
treat_niv,daily,,radio,"Non-invasive ventilation","1, Yes | 0, No | 99, Unknown",,,,,,"[treat_o2supp] = '1'",,RH,,,,
treat_niv_type,daily,,radio,"Type of non-invasive ventilation","1, CPAP | 2, BIPAP | 99, Unknown | 88, Other",,,,,,[treat_niv]='1',,,,,,
treat_imv,daily,,radio,"Invasive ventilation","1, Yes | 0, No | 99, Unknown",,,,,,"[treat_o2supp] = '1'",,RH,,,,
treat_ecmo,daily,,radio,"Extracorporeal life support therapy (ECLS) / Extracorporeal membrane oxygenation (ECMO)","1, Yes | 0, No | 99, Unknown",,,,,,"[treat_o2supp] = '1'",,RH,,,,
treat_ecmo_type,daily,,radio,"Type of ECLS / ECMO","1, Veno-venous (VV) | 2, Veno-arterial (VA) | 99, Unknown",,,,,,[treat_ecmo]='1',,,,,,
treat_prone,daily,,radio,"Prone positioning","1, Yes | 0, No | 99, Unknown",,,,,,"[treat_o2supp] = '1'",,RH,,,,
treat_prone_when,daily,,radio,"When was the prone positioning?","1, During invasive ventilation | 2, Whilst self-ventilating | 99, Unknown",,,,,,,,,,,,
treat_pao2yn,daily,,radio,"PaO2 sample type","1, Arterial | 2, Capillary | 3, Venous | 99, Unknown | 0, Not done",,,,,,"[treat_o2supp] = '1'",,,,,,
treat_pao2,daily,,text,PaO2,,,number,2.5300000000000002,450,,"[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'",,,,,,
treat_pao2_units,daily,,radio,"PaO2 (select units)","1, kPa | 2, mmHg",,,,,,"[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'",,RH,,,,
treat_highfio,daily,,text,"FiO2 at time of PaO2",,,number,0.21,100,,"[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'",,,,,,
treat_highfio_units,daily,,radio,"FiO2 at time of PaO2 (select units)","1, Fraction, 0.21-1.0 | 2, %, 21-100",,,,,,"[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'",,RH,,,,
critd_critcare,daily,"ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.",radio,"Were advanced care (including acute organ support and critical care) therapeutic interventions administered on this date?","1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
critd_icu,daily,,radio,"ICU / ITU / HDU / Intermediate Care Unit admission","1, Yes | 0, No | 99, Unknown",,,,,,[critd_critcare]='1',,RH,,,,
critd_neuromusc,daily,,radio,"Neuromuscular blocking agents","1, Yes | 0, No | 99, Unknown",,,,,,[critd_critcare]='1',,RH,,,,
critd_nitricoxide,daily,,radio,"Inhaled nitric oxide","1, Yes | 0, No | 99, Unknown",,,,,,[critd_critcare]='1',,RH,,,,
critd_tracheostmy,daily,,radio,"Tracheostomy inserted","1, Yes | 0, No | 99, Unknown",,,,,,[critd_critcare]='1',,RH,,,,
critd_rtt,daily,,radio,"Renal replacement therapy (RRT) or dialysis / hemofiltration","1, Yes | 0, No | 99, Unknown",,,,,,[critd_critcare]='1',,RH,,,,
critd_rtt_typ,daily,,radio,"Type of renal replacement therapy (RRT) or dialysis / hemofiltration","1, Intermittent | 2, Continuous | 99, Unknown",,,,,,[critd_rtt]='1',,,,,,
critd_vasopress,daily,,radio,"Any vasopressor / inotropic support","1, Yes | 0, No | 99, Unknown",,,,,,[critd_critcare]='1',,RH,,,,
critd_vasopress_reas,daily,,checkbox,"Reason for vasopressor / inotrope use","1, Shock | 2, Persistent hypotension | 88, Other | 99, Unknown",,,,,,"[critd_vasopress] = '1'",,,,,,
critd_vasopress_type,daily,,radio,"Vasopressor / Inotropic support type","1, Dopamine < 5ug/kg/min OR dobutamine OR milrinone OR levosimendan | 2, Dopamine 5-15ug/kg/min OR epinephrine(adrenaline) / norepinephrine(noradrenaline) <=0.1ug/kg/min OR vasopressin OR phenylephrine | 3, Dopamine >15ug/kg/min OR epinephrine(adrenaline) / norepinephrine(noradrenaline) >0 .1ug/kg/min",,,,,,"[critd_vasopress] = '1'",,,,,,
critd_critcareunlst,daily,,radio,"Other advanced care intervention(s) or procedure(s)","1, Yes | 0, No | 99, Unknown",,,,,,[critd_critcare]='1',,RH,,,,
sympt_status,daily,,calc,"Symptomatic Patient","if([sympt_fever]='1' or [sympt_rigchill]='1' or [sympt_fatigue]='1' or [sympt_weak]='1' or [sympt_myalgia]='1' or [sympt_cough]='1' or [sympt_shortbreat]='1' or [sympt_abdpain]='1' or [sympt_diarrhoea]='1' or [sympt_vomit]='1' or [sympt_nausea]='1' or [sympt_urine]='1' or [sympt_polyuria]='1' or [sympt_haemorrhag]='1' or [sympt_haemorrhag_sev]='1' or [sympt_hazyvision]='1' or [sympt_seizconv]='1' or [sympt_confusion]='1' or [sign_hypotherm]='1' or [sign_lowurine]='1' or [sign_respdistress]='1' or [sign_tachypnoea]='1' or [sign_tachycardia]='1' or [sign_ascites]='1' or [sign_jaund]='1' or [sign_anaemia]='1' or [sign_cogimpair]='1' or [sign_agitation]='1' or [treat_fluid_parent]='1' or [treat_o2supp]='1' or [treat_prone]='1' or [critd_critcare]='1' or [asses_lvlcare]='3' or [asses_lvlcare]='4' or [asses_lvlcare]='5',1,0)",,,,,,,,,,,," @HIDDEN"
labs_date,clinical_labs,"LABORATORY: HEMATOLOGY & BIOCHEMISTRY - RECORD THE VALUE FURTHEST FROM THE NORMAL RANGE BETWEEN 00:00 AND 24:00 ON THE DAY OF ASSESSMENT.",text,"Collection date",,,date_dmy,,,,,,,,,,
labs_haemo,clinical_labs,,text,Haemoglobin,,,number,0,2000,,,,,,,,
labs_haemo_units,clinical_labs,,radio,"Haemoglobin (select units)","1, g/dL | 2, g/L",,,,,,,,RH,,,,
labs_wbccount,clinical_labs,,text,"White blood cell (WBC) count (10^9/L)",,,number,0,300,,,,,,,,
labs_neutrophil,clinical_labs,,text,Neutrophils,,,number,0,100,,,,,,,,
labs_neutrophil_units,clinical_labs,,radio,"Neutrophils (select units)","1, 10^9/L | 2, %",,,,,,,,RH,,,,
labs_lymphocyte,clinical_labs,,text,Lymphocytes,,,number,0,100,,,,,,,,
labs_lymphocyte_units,clinical_labs,,radio,"Lymphocytes (select units)","1, 10^9/L | 2, %",,,,,,,,RH,,,,
labs_eosinophil,clinical_labs,,text,Eosinophils,,,number,0,100,,,,,,,,
labs_eosinophil_units,clinical_labs,,radio,"Eosinophils (select units)","1, 10^9/L | 2, %",,,,,,,,RH,,,,
labs_hematocrit,clinical_labs,,text,Haematocrit,,,number,0,100,,,,,,,,
labs_hematocrit_units,clinical_labs,,radio,"Haematocrit (select units)","1, % | 2, L/L",,,,,,,,RH,,,,
labs_platelets,clinical_labs,,text,Platelets,,,number,0,1659,,,,,,,,
labs_platelets_units,clinical_labs,,radio,"Platelets (select units)","1, 10^9/L | 2, 10^3/µL",,,,,,,,RH,,,,
labs_leftshift,clinical_labs,,radio,"Left shift present","0, No | 1, Yes",,,,,,,,,,,,
labs_immunoblasts,clinical_labs,,text,"Circulating immunoblasts (%)",,,number,0,100,,,,,,,,
labs_erymeancorvol,clinical_labs,,text,"Ery. mean corpuscular volume (MCV) (fL)",,,number,0,150,,,,,,,,
labs_erymeancorhgb,clinical_labs,,text,"Ery. mean corpuscular haemoglobin concentration",,,number,0,450,,,,,,,,
labs_erymeancorhgb_units,clinical_labs,,radio,"Ery. mean corpuscular haemoglobin concentration (select units)","1, g/L | 2, g/dL",,,,,,,,RH,,,,
labs_erymeancorhe,clinical_labs,,text,"Ery. mean corpuscular haemoglobin (MCH) (pg)",,,number,0,45,,,,,,,,
labs_prothrombin,clinical_labs,,text,"Prothrombin Time (PT) (s)",,,number,0,100,,,,,,,,
labs_aptt,clinical_labs,,text,"Activated Partial Thromboplastin Time (APTT) (s)",,,number,0,300,,,,,,,,
labs_aptr,clinical_labs,,text,"Activated Partial Thromboplastin Time Ratio (APTR)",,,number,0,10,,,,,,,,
labs_tqinr,clinical_labs,,text,"International Normalized Ratio (INR)",,,number,0,15,,,,,,,,
labs_ddimer,clinical_labs,,text,D-Dimer,,,number,0,67000,,,,,,,,
labs_ddimer_units,clinical_labs,,radio,"D-Dimer (select units)","1, mg/L | 2, µg/L",,,,,,,,RH,,,,
labs_bilirubin,clinical_labs,,text,"Total bilirubin",,,number,,,,,,,,,,
labs_bilirubin_units,clinical_labs,,radio,"Total bilirubin (select units)","1, µmol/L | 2, mg/dL",,,,,,,,RH,,,,
labs_altsgpt,clinical_labs,,text,"Alanine aminotransferase (ALT) / SGPT (U/L)",,,number,0,20000,,,,,,,,
labs_astsgot,clinical_labs,,text,"Aspartate aminotransferase (AST) / SGOT (U/L)",,,number,0,20000,,,,,,,,
labs_alp,clinical_labs,,text,"Alkaline phosphatase (ALP) / (IU/L)",,,number,0,5000,,,,,,,,
labs_ggt,clinical_labs,,text,"Gamma Glutamyl Transferase (GGT) (U/L)",,,number,0,1220,,,,,,,,
labs_crp,clinical_labs,,text,"C-reactive protein (CRP)",,,number,0,,,,,,,,,
labs_crp_units,clinical_labs,,radio,"C-reactive protein (CRP) (select units)","1, mg/L | 2, mg/dL",,,,,,,,RH,,,,
labs_ferritin,clinical_labs,,text,"Ferritin (µg/L or ng/mL)",,,number,0,50000,,,,,,,,
labs_ldh,clinical_labs,,text,"Lactate dehydrogenase (LDH) (U/L)",,,number,0,14000,,,,,,,,
labs_glucose,clinical_labs,,text,"Random blood glucose",,,number,0,1801,,,,,,,,
labs_glucose_units,clinical_labs,,radio,"Random blood glucose (select units)","1, mmol/L | 2, mg/dL | 3, g/L",,,,,,,,RH,,,,
